age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
30,Private,10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,40,Cambodia,0
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
33,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,0
62,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1
40,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
56,Private,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,52,United-States,1
32,Private,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,United-States,1
48,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1
47,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
21,Private,6,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
58,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,43,United-States,1
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,1
46,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
42,Private,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,0
47,Private,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,35,United-States,1
34,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
65,Self-emp-not-inc,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
48,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
29,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,1
48,Private,4,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,15,United-States,0
34,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland,1
36,Private,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,Philippines,1
65,Private,9,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,0
51,Private,10,Widowed,Other-service,Unmarried,White,Female,25,United-States,0
36,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
46,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
35,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
35,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
53,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
23,Private,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
44,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,1
48,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,1
52,Private,13,Never-married,Sales,Other-relative,White,Female,25,United-States,0
20,Private,10,Never-married,Other-service,Own-child,White,Female,18,United-States,0
28,Self-emp-not-inc,10,Never-married,Prof-specialty,Own-child,White,Male,30,United-States,0
47,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
58,Private,13,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,1
40,Private,13,Never-married,Tech-support,Not-in-family,White,Female,45,United-States,1
28,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,Cambodia,0
49,Private,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,40,United-States,0
65,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,39,United-States,1
43,Private,11,Married-civ-spouse,Protective-serv,Husband,White,Male,42,United-States,1
27,Local-gov,9,Never-married,Other-service,Own-child,White,Male,45,United-States,0
43,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1
26,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,53,Mexico,0
37,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1
43,Self-emp-inc,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,1
53,Federal-gov,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,1
73,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,1
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
34,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,59,United-States,1
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
30,Private,9,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
43,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,5,United-States,1
32,Private,16,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,1
32,Private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,1
46,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
72,Private,10,Widowed,Adm-clerical,Unmarried,Black,Female,20,United-States,0
45,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
50,State-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,39,United-States,0
40,Private,13,Never-married,Adm-clerical,Unmarried,Black,Female,65,United-States,0
36,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
22,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
26,Private,13,Married-civ-spouse,Tech-support,Wife,White,Female,12,United-States,0
27,Private,7,Divorced,Craft-repair,Unmarried,Other,Male,35,United-States,0
37,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0
22,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
26,Private,9,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,0
52,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
40,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,United-States,1
25,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,0
29,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,1
18,Private,7,Never-married,Other-service,Own-child,White,Male,24,United-States,0
34,Private,13,Never-married,Exec-managerial,Other-relative,White,Male,40,United-States,0
29,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,55,United-States,1
23,Private,10,Never-married,Sales,Not-in-family,White,Male,50,United-States,0
22,Private,10,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,0
22,Private,7,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,42,United-States,0
25,Private,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,40,Outlying-US(Guam-USVI-etc),0
44,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0
19,Private,7,Never-married,Sales,Not-in-family,White,Male,12,United-States,0
50,Private,9,Divorced,Craft-repair,Other-relative,White,Male,40,United-States,0
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,56,United-States,1
51,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Germany,1
25,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
20,Federal-gov,7,Never-married,Other-service,Own-child,White,Female,10,United-States,0
37,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1
43,Federal-gov,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
33,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
51,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,55,United-States,0
62,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,1
44,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
23,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,55,United-States,0
53,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,1
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
23,Private,12,Never-married,Tech-support,Own-child,White,Female,40,United-States,0
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
25,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0
36,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,1
40,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,15,United-States,0
26,Self-emp-not-inc,10,Never-married,Exec-managerial,Unmarried,White,Male,15,United-States,0
35,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
68,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,0
59,Self-emp-inc,16,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1
40,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1
29,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
48,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
47,Private,2,Divorced,Other-service,Not-in-family,White,Female,15,United-States,0
42,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1
56,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,United-States,1
36,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1
26,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1
53,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,1
29,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
54,State-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0
34,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1
44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
30,Self-emp-not-inc,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
23,Private,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,25,United-States,0
34,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,48,United-States,1
24,Private,12,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0
54,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0
58,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
42,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,0
44,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1
39,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,44,United-States,1
39,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1
28,Self-emp-not-inc,11,Never-married,Farming-fishing,Own-child,White,Male,45,United-States,1
31,Private,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,0
60,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1
29,Federal-gov,11,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0
50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,1
21,Private,10,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,0
45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
49,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0
28,Private,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,1
39,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
60,Private,14,Divorced,Sales,Not-in-family,White,Male,50,United-States,0
33,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0
36,Private,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0
28,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,57,United-States,1
65,Local-gov,9,Widowed,Tech-support,Unmarried,White,Female,35,United-States,0
54,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
43,Private,14,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,United-States,1
40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1
60,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,1
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Mexico,0
69,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0
50,Private,9,Married-civ-spouse,Sales,Wife,Black,Female,37,United-States,1
22,Private,10,Never-married,Transport-moving,Own-child,Black,Male,39,United-States,0
57,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0
28,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,1
42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1
34,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
45,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
28,Local-gov,10,Never-married,Sales,Not-in-family,White,Male,90,United-States,0
51,Federal-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1
46,Private,7,Widowed,Machine-op-inspct,Other-relative,White,Male,20,United-States,0
40,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0
27,Private,10,Never-married,Machine-op-inspct,Unmarried,Black,Male,40,United-States,0
41,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,64,United-States,1
43,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1
22,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0
35,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,1
39,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1
33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
33,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1
18,Private,7,Never-married,Other-service,Own-child,White,Male,10,United-States,0
32,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
53,Private,9,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,0
42,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,United-States,1
27,State-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,60,United-States,0
42,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1
22,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
44,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,20,United-States,0
41,Federal-gov,10,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,38,United-States,0
29,Private,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
32,Self-emp-not-inc,8,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,1
39,State-gov,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,1
34,Private,6,Married-spouse-absent,Other-service,Unmarried,Black,Female,30,United-States,0
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0
42,Private,9,Divorced,Tech-support,Not-in-family,White,Male,40,Mexico,1
27,Private,10,Never-married,Other-service,Own-child,White,Male,25,United-States,0
34,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,42,United-States,0
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
48,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,El-Salvador,0
31,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1
20,Private,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,0
